x;y
1;16.3
2;41.8
3;36.5
4;60.5
5;41.4
6;57.9
7;74.6
8;71.9
9;44
10;54.7
11;50.4
12;65.5
13;71.3
14;81
15;70.4
16;78.8
17;57
18;51.7
19;53.9
20;59.5
21;61.2
22;47.3
